quantile_value,income
0.0235023502,24000.0000000000
0.0236023602,24000.0000000000
0.0237023702,24000.0000000000
0.0238023802,24000.0000000000
0.0239023902,24000.0000000000
0.0240024002,24000.0000000000
0.0241024102,24000.0000000000
0.0242024202,24000.0000000000
0.0243024302,24000.0000000000
0.0244024402,24000.0000000000
0.0245024502,24000.0000000000
0.0246024602,24000.0000000000
0.0247024702,24000.0000000000
0.0248024802,24000.0000000000
0.0249024902,24000.0000000000
0.0250025003,24000.0000000000
0.0251025103,24000.0000000000
0.0252025203,24000.0000000000
0.0253025303,24000.0000000000
0.0254025403,24311.7232611722
0.0255025503,24600.0000000000
0.0256025603,24600.0000000000
0.0257025703,24600.0000000000
0.0258025803,24600.0000000000
0.0259025903,24600.0000000000
0.0260026003,24600.0000000000
0.0261026103,24600.0000000000
0.0262026203,24600.0000000000
0.0263026303,24600.0000000000
0.0264026403,24600.0000000000
0.0265026503,24960.0000000000
0.0266026603,25200.0000000000
0.0267026703,25200.0000000000
0.0268026803,25200.0000000000
0.0269026903,25200.0000000000
0.0270027003,25200.0000000000
0.0271027103,26380.2860503242
0.0272027203,26400.0000000000
0.0273027303,26400.0000000000
0.0274027403,26400.0000000000
0.0275027503,26400.0000000000
0.0276027603,26400.0000000000
0.0277027703,27000.0000000000
0.0278027803,27000.0000000000
0.0279027903,27360.0000000000
0.0280028003,27600.0000000000
0.0281028103,28144.3081330866
0.0282028203,28779.4644218782
0.0283028303,28800.0000000000
0.0284028403,28800.0000000000
0.0285028503,28800.0000000000
0.0286028603,29400.0000000000
0.0287028703,29400.0000000000
0.0288028803,30000.0000000000
0.0289028903,30000.0000000000
0.0290029003,30000.0000000000
0.0291029103,30000.0000000000
0.0292029203,30000.0000000000
0.0293029303,30000.0000000000
0.0294029403,30000.0000000000
0.0295029503,30000.0000000000
0.0296029603,30000.0000000000
0.0297029703,30000.0000000000
0.0298029803,30000.0000000000
0.0299029903,30000.0000000000
0.0300030003,30000.0000000000
0.0301030103,30000.0000000000
0.0302030203,30000.0000000000
0.0303030303,30000.0000000000
0.0304030403,30000.0000000000
0.0305030503,30000.0000000000
0.0306030603,30000.0000000000
0.0307030703,30000.0000000000
0.0308030803,30000.0000000000
0.0309030903,30000.0000000000
0.0310031003,30000.0000000000
0.0311031103,30000.0000000000
0.0312031203,30000.0000000000
0.0313031303,30600.0000000000
0.0314031403,30600.0000000000
0.0315031503,30600.0000000000
0.0316031603,30600.0000000000
0.0317031703,30600.0000000000
0.0318031803,30600.0000000000
0.0319031903,30600.0000000000
0.0320032003,30600.0000000000
0.0321032103,30840.0000000000
0.0322032203,31200.0000000000
0.0323032303,31200.0000000000
0.0324032403,31200.0000000000
0.0325032503,31200.0000000000
0.0326032603,31200.0000000000
0.0327032703,31200.0000000000
0.0328032803,31200.0000000000
0.0329032903,31200.0000000000
0.0330033003,31500.0000000000
0.0331033103,31800.0000000000
0.0332033203,32352.0000000000
0.0333033303,32400.0000000000
0.0334033403,32400.0000000000
0.0335033503,32400.0000000000
0.0336033603,32400.0000000000
0.0337033703,32668.1382060044
0.0338033803,32880.0000000000
0.0339033903,32980.6585016891
0.0340034003,33007.6244236229
0.0341034103,33072.0000000000
0.0342034203,33600.0000000000
0.0343034303,33600.0000000000
0.0344034403,33600.0000000000
0.0345034503,33600.0000000000
0.0346034603,33600.0000000000
0.0347034703,33600.0000000000
0.0348034803,33600.0000000000
0.0349034903,33600.0000000000
0.0350035004,33600.0000000000
0.0351035104,33600.0000000000
0.0352035204,33600.0000000000
0.0353035304,33642.6282372115
0.0354035404,34080.0000000000
0.0355035504,34080.0000000000
0.0356035604,34080.0000000000
0.0357035704,34080.0000000000
0.0358035804,34080.0000000000
0.0359035904,34200.0000000000
0.0360036004,34200.0000000000
0.0361036104,34476.0000000000
0.0362036204,34800.0000000000
0.0363036304,34835.3143509626
0.0364036404,35040.0000000000
0.0365036504,35168.4286489896
0.0366036604,35280.0000000000
0.0367036704,35280.0000000000
0.0368036804,36000.0000000000
0.0369036904,36000.0000000000
0.0370037004,36000.0000000000
0.0371037104,36000.0000000000
0.0372037204,36000.0000000000
0.0373037304,36000.0000000000
0.0374037404,36000.0000000000
0.0375037504,36000.0000000000
0.0376037604,36000.0000000000
0.0377037704,36000.0000000000
0.0378037804,36000.0000000000
0.0379037904,36000.0000000000
0.0380038004,36000.0000000000
0.0381038104,36000.0000000000
0.0382038204,36000.0000000000
0.0383038304,36000.0000000000
0.0384038404,36000.0000000000
0.0385038504,36000.0000000000
0.0386038604,36168.0729559166
0.0387038704,36480.0000000000
0.0388038804,36480.0000000000
0.0389038904,36600.0000000000
0.0390039004,36600.0000000000
0.0391039104,36600.0000000000
0.0392039204,37163.1124421800
0.0393039304,37200.0000000000
0.0394039404,37200.0000000000
0.0395039504,37200.0000000000
0.0396039604,37200.0000000000
0.0397039704,37200.0000000000
0.0398039804,37200.0000000000
0.0399039904,37680.0000000000
0.0400040004,37800.0000000000
0.0401040104,38400.0000000000
0.0402040204,38400.0000000000
0.0403040304,38400.0000000000
0.0404040404,38400.0000000000
0.0405040504,38400.0000000000
0.0406040604,38400.0000000000
0.0407040704,38400.0000000000
0.0408040804,38400.0000000000
0.0409040904,38400.0000000000
0.0410041004,39000.0000000000
0.0411041104,39360.0000000000
0.0412041204,39600.0000000000
0.0413041304,39600.0000000000
0.0414041404,39600.0000000000
0.0415041504,40800.0000000000
0.0416041604,40800.0000000000
0.0417041704,40800.0000000000
0.0418041804,40800.0000000000
0.0419041904,42000.0000000000
0.0420042004,42000.0000000000
0.0421042104,42000.0000000000
0.0422042204,42000.0000000000
0.0423042304,42000.0000000000
0.0424042404,42000.0000000000
0.0425042504,42000.0000000000
0.0426042604,42000.0000000000
0.0427042704,42000.0000000000
0.0428042804,42000.0000000000
0.0429042904,42000.0000000000
0.0430043004,42360.0000000000
0.0431043104,42480.0000000000
0.0432043204,43200.0000000000
0.0433043304,43200.0000000000
0.0434043404,43200.0000000000
0.0435043504,43200.0000000000
0.0436043604,43704.8515165915
0.0437043704,43920.0000000000
0.0438043804,44400.0000000000
0.0439043904,44400.0000000000
0.0440044004,45200.6414431378
0.0441044104,45600.0000000000
0.0442044204,45600.0000000000
0.0443044304,46800.0000000000
0.0444044404,48000.0000000000
0.0445044504,48000.0000000000
0.0446044604,48000.0000000000
0.0447044704,48000.0000000000
0.0448044804,48000.0000000000
0.0449044904,48000.0000000000
0.0450045005,48000.0000000000
0.0451045105,48000.0000000000
0.0452045205,48000.0000000000
0.0453045305,48000.0000000000
0.0454045405,48000.0000000000
0.0455045505,48000.0000000000
0.0456045605,48000.0000000000
0.0457045705,48000.0000000000
0.0458045805,48000.0000000000
0.0459045905,48000.0000000000
0.0460046005,48000.0000000000
0.0461046105,48000.0000000000
0.0462046205,48000.0000000000
0.0463046305,48000.0000000000
0.0464046405,48000.0000000000
0.0465046505,48188.3235336491
0.0466046605,48240.0000000000
0.0467046705,48360.0000000000
0.0468046805,48480.0000000000
0.0469046905,48480.0000000000
0.0470047005,48480.0000000000
0.0471047105,48600.0000000000
0.0472047205,49200.0000000000
0.0473047305,49200.0000000000
0.0474047405,49800.0000000000
0.0475047505,50400.0000000000
0.0476047605,50400.0000000000
0.0477047705,50400.0000000000
0.0478047805,51000.0000000000
0.0479047905,51000.0000000000
0.0480048005,51000.0000000000
0.0481048105,51118.9903468787
0.0482048205,51600.0000000000
0.0483048305,51600.0000000000
0.0484048405,51600.0000000000
0.0485048505,52200.0000000000
0.0486048605,52800.0000000000
0.0487048705,52800.0000000000
0.0488048805,52800.0000000000
0.0489048905,53302.9804071063
0.0490049005,54000.0000000000
0.0491049105,54000.0000000000
0.0492049205,54000.0000000000
0.0493049305,54000.0000000000
0.0494049405,54000.0000000000
0.0495049505,54000.0000000000
0.0496049605,54000.0000000000
0.0497049705,54000.0000000000
0.0498049805,54000.0000000000
0.0499049905,54000.0000000000
0.0500050005,54000.0000000000
0.0501050105,54000.0000000000
0.0502050205,54000.0000000000
0.0503050305,54000.0000000000
0.0504050405,54480.0000000000
0.0505050505,54600.0000000000
0.0506050605,54600.0000000000
0.0507050705,54768.1677323147
0.0508050805,55200.0000000000
0.0509050905,55200.0000000000
0.0510051005,55800.0000000000
0.0511051105,56400.0000000000
0.0512051205,56400.0000000000
0.0513051305,57000.0000000000
0.0514051405,57118.5430014063
0.0515051505,57600.0000000000
0.0516051605,57600.0000000000
0.0517051705,57600.0000000000
0.0518051805,57960.0000000000
0.0519051905,58200.0000000000
0.0520052005,58800.0000000000
0.0521052105,58872.1444417831
0.0522052205,60000.0000000000
0.0523052305,60000.0000000000
0.0524052405,60000.0000000000
0.0525052505,60000.0000000000
0.0526052605,60000.0000000000
0.0527052705,60000.0000000000
0.0528052805,60000.0000000000
0.0529052905,60000.0000000000
0.0530053005,60000.0000000000
0.0531053105,60000.0000000000
0.0532053205,60000.0000000000
0.0533053305,60000.0000000000
0.0534053405,60000.0000000000
0.0535053505,60000.0000000000
0.0536053605,60000.0000000000
0.0537053705,60000.0000000000
0.0538053805,60000.0000000000
0.0539053905,60000.0000000000
0.0540054005,60000.0000000000
0.0541054105,60000.0000000000
0.0542054205,60000.0000000000
0.0543054305,60000.0000000000
0.0544054405,60000.0000000000
0.0545054505,60000.0000000000
0.0546054605,60000.0000000000
0.0547054705,60000.0000000000
0.0548054805,60000.0000000000
0.0549054905,60000.0000000000
0.0550055006,60000.0000000000
0.0551055106,60000.0000000000
0.0552055206,60000.0000000000
0.0553055306,60000.0000000000
0.0554055406,60000.0000000000
0.0555055506,60000.0000000000
0.0556055606,60000.0000000000
0.0557055706,60000.0000000000
0.0558055806,60000.0000000000
0.0559055906,60000.0000000000
0.0560056006,60000.0000000000
0.0561056106,60000.0000000000
0.0562056206,60192.0000000000
0.0563056306,60346.0688662482
0.0564056406,60360.0000000000
0.0565056506,60360.0000000000
0.0566056606,60480.0000000000
0.0567056706,60480.0000000000
0.0568056806,60480.0000000000
0.0569056906,60600.0000000000
0.0570057006,60615.6828772018
0.0571057106,61004.8275622968
0.0572057206,61200.0000000000
0.0573057306,61440.1678664384
0.0574057406,62160.0000000000
0.0575057506,62400.0000000000
0.0576057606,62400.0000000000
0.0577057706,62400.0000000000
0.0578057806,62923.1301508189
0.0579057906,63000.0000000000
0.0580058006,63000.0000000000
0.0581058106,63000.0000000000
0.0582058206,63000.0000000000
0.0583058306,63000.0000000000
0.0584058406,63000.0000000000
0.0585058506,63000.0000000000
0.0586058606,63000.0000000000
0.0587058706,63000.0000000000
0.0588058806,63000.0000000000
0.0589058906,63480.0000000000
0.0590059006,63600.0000000000
0.0591059106,63600.0000000000
0.0592059206,63600.0000000000
0.0593059306,63600.0000000000
0.0594059406,63600.0000000000
0.0595059506,63600.0000000000
0.0596059606,64200.0000000000
0.0597059706,64617.2215787625
0.0598059806,64800.0000000000
0.0599059906,64800.0000000000
0.0600060006,65400.0000000000
0.0601060106,65400.0000000000
0.0602060206,66000.0000000000
0.0603060306,66000.0000000000
0.0604060406,66000.0000000000
0.0605060506,66000.0000000000
0.0606060606,66000.0000000000
0.0607060706,66000.0000000000
0.0608060806,66000.0000000000
0.0609060906,66000.0000000000
0.0610061006,66000.0000000000
0.0611061106,66000.0000000000
0.0612061206,66000.0000000000
0.0613061306,66000.0000000000
0.0614061406,66135.5658819029
0.0615061506,66480.0000000000
0.0616061606,66600.0000000000
0.0617061706,67200.0000000000
0.0618061806,67200.0000000000
0.0619061906,67200.0000000000
0.0620062006,67200.0000000000
0.0621062106,67200.0000000000
0.0622062206,67200.0000000000
0.0623062306,67800.0000000000
0.0624062406,68400.0000000000
0.0625062506,68400.0000000000
0.0626062606,69000.0000000000
0.0627062706,69000.0000000000
0.0628062806,69000.0000000000
0.0629062906,69000.0000000000
0.0630063006,69000.0000000000
0.0631063106,69000.0000000000
0.0632063206,69480.0000000000
0.0633063306,69600.0000000000
0.0634063406,69600.0000000000
0.0635063506,69600.0000000000
0.0636063606,69600.0000000000
0.0637063706,70202.8069347713
0.0638063806,71040.0000000000
0.0639063906,71880.0000000000
0.0640064006,72000.0000000000
0.0641064106,72000.0000000000
0.0642064206,72000.0000000000
0.0643064306,72000.0000000000
0.0644064406,72000.0000000000
0.0645064506,72000.0000000000
0.0646064606,72000.0000000000
0.0647064706,72000.0000000000
0.0648064806,72000.0000000000
0.0649064906,72000.0000000000
0.0650065007,72000.0000000000
0.0651065107,72000.0000000000
0.0652065207,72000.0000000000
0.0653065307,72000.0000000000
0.0654065407,72000.0000000000
0.0655065507,72000.0000000000
0.0656065607,72000.0000000000
0.0657065707,72000.0000000000
0.0658065807,72000.0000000000
0.0659065907,72000.0000000000
0.0660066007,72000.0000000000
0.0661066107,72000.0000000000
0.0662066207,72000.0000000000
0.0663066307,72000.0000000000
0.0664066407,72000.0000000000
0.0665066507,72000.0000000000
0.0666066607,72000.0000000000
0.0667066707,72000.0000000000
0.0668066807,72000.0000000000
0.0669066907,72000.0000000000
0.0670067007,72000.0000000000
0.0671067107,72000.0000000000
0.0672067207,72000.0000000000
0.0673067307,72000.0000000000
0.0674067407,72000.0000000000
0.0675067507,72000.0000000000
0.0676067607,72000.0000000000
0.0677067707,72000.0000000000
0.0678067807,72000.0000000000
0.0679067907,72000.0000000000
0.0680068007,72000.0000000000
0.0681068107,72000.0000000000
0.0682068207,72000.0000000000
0.0683068307,72000.0000000000
0.0684068407,72000.0000000000
0.0685068507,72000.0000000000
0.0686068607,72000.0000000000
0.0687068707,72000.0000000000
0.0688068807,72000.0000000000
0.0689068907,72000.0000000000
0.0690069007,72000.0000000000
0.0691069107,72000.0000000000
0.0692069207,72000.0000000000
0.0693069307,72000.0000000000
0.0694069407,72000.0000000000
0.0695069507,72000.0000000000
0.0696069607,72000.0000000000
0.0697069707,72000.0000000000
0.0698069807,72000.0000000000
0.0699069907,72000.0000000000
0.0700070007,72000.0000000000
0.0701070107,72000.0000000000
0.0702070207,72000.0000000000
0.0703070307,72000.0000000000
0.0704070407,72000.0000000000
0.0705070507,72000.0000000000
0.0706070607,72000.0000000000
0.0707070707,72000.0000000000
0.0708070807,72000.0000000000
0.0709070907,72000.0000000000
0.0710071007,72192.0000000000
0.0711071107,72192.0000000000
0.0712071207,72192.0000000000
0.0713071307,72300.0000000000
0.0714071407,72360.0000000000
0.0715071507,72360.0000000000
0.0716071607,72360.0000000000
0.0717071707,72360.0000000000
0.0718071807,72360.0000000000
0.0719071907,72360.0000000000
0.0720072007,72360.0000000000
0.0721072107,72360.0000000000
0.0722072207,72360.0000000000
0.0723072307,72360.0000000000
0.0724072407,72360.0000000000
0.0725072507,72420.0000000000
0.0726072607,72480.0000000000
0.0727072707,72480.0000000000
0.0728072807,72480.0000000000
0.0729072907,72540.0000000000
0.0730073007,72600.0000000000
0.0731073107,72721.0432265223
0.0732073207,73103.8127574639
0.0733073307,73200.0000000000
0.0734073407,73800.0000000000
0.0735073507,74165.6874053901
0.0736073607,74400.0000000000
0.0737073707,74400.0000000000
0.0738073807,74400.0000000000
0.0739073907,74400.0000000000
0.0740074007,74400.0000000000
0.0741074107,74400.0000000000
0.0742074207,74400.0000000000
0.0743074307,74400.0000000000
0.0744074407,74400.0000000000
0.0745074507,74400.0000000000
0.0746074607,74400.0000000000
0.0747074707,74400.0000000000
0.0748074807,74400.0000000000
0.0749074907,74400.0000000000
0.0750075008,74760.0000000000
0.0751075108,75000.0000000000
0.0752075208,75000.0000000000
0.0753075308,75000.0000000000
0.0754075408,75000.0000000000
0.0755075508,75000.0000000000
0.0756075608,75000.0000000000
0.0757075708,75000.0000000000
0.0758075808,75000.0000000000
0.0759075908,75000.0000000000
0.0760076008,75235.8495446968
0.0761076108,75600.0000000000
0.0762076208,75600.0000000000
0.0763076308,75600.0000000000
0.0764076408,75600.0000000000
0.0765076508,75600.0000000000
0.0766076608,75600.0000000000
0.0767076708,75600.0000000000
0.0768076808,75600.0000000000
0.0769076908,75600.0000000000
0.0770077008,75720.0000000000
0.0771077108,76199.6995227688
0.0772077208,76200.0000000000
0.0773077308,76800.0000000000
0.0774077408,76800.0000000000
0.0775077508,76800.0000000000
0.0776077608,76800.0000000000
0.0777077708,76800.0000000000
0.0778077808,76800.0000000000
0.0779077908,77520.8262942888
0.0780078008,78000.0000000000
0.0781078108,78000.0000000000
0.0782078208,78000.0000000000
0.0783078308,78000.0000000000
0.0784078408,78000.0000000000
0.0785078508,78000.0000000000
0.0786078608,78000.0000000000
0.0787078708,78000.0000000000
0.0788078808,78000.0000000000
0.0789078908,78000.0000000000
0.0790079008,78000.0000000000
0.0791079108,78000.0000000000
0.0792079208,78000.0000000000
0.0793079308,78000.0000000000
0.0794079408,78000.0000000000
0.0795079508,78000.0000000000
0.0796079608,78000.0000000000
0.0797079708,78000.0000000000
0.0798079808,78000.0000000000
0.0799079908,78000.0000000000
0.0800080008,78000.0000000000
0.0801080108,78000.0000000000
0.0802080208,78000.0000000000
0.0803080308,78000.0000000000
0.0804080408,78000.0000000000
0.0805080508,78000.0000000000
0.0806080608,78000.0000000000
0.0807080708,78000.0000000000
0.0808080808,78000.0000000000
0.0809080908,78180.0000000000
0.0810081008,78192.0000000000
0.0811081108,78192.0000000000
0.0812081208,78360.0000000000
0.0813081308,78420.0000000000
0.0814081408,78480.0000000000
0.0815081508,78540.0000000000
0.0816081608,78606.6246339154
0.0817081708,79020.0000000000
0.0818081808,79200.0000000000
0.0819081908,79200.0000000000
0.0820082008,79200.0000000000
0.0821082108,79200.0000000000
0.0822082208,79200.0000000000
0.0823082308,79500.0000000000
0.0824082408,80155.2996767320
0.0825082508,80400.0000000000
0.0826082608,80400.0000000000
0.0827082708,80640.0000000000
0.0828082808,81000.0000000000
0.0829082908,81000.0000000000
0.0830083008,81240.0000000000
0.0831083108,81600.0000000000
0.0832083208,81600.0000000000
0.0833083308,81600.0000000000
0.0834083408,81600.0000000000
0.0835083508,81600.0000000000
0.0836083608,81761.0131833592
0.0837083708,81960.0000000000
0.0838083808,82200.0000000000
0.0839083908,82506.1131319824
0.0840084008,82800.0000000000
0.0841084108,82800.0000000000
0.0842084208,82801.1771701636
0.0843084308,83316.4116042058
0.0844084408,83581.8770150981
0.0845084508,84000.0000000000
0.0846084608,84000.0000000000
0.0847084708,84000.0000000000
0.0848084808,84000.0000000000
0.0849084908,84000.0000000000
0.0850085009,84000.0000000000
0.0851085109,84000.0000000000
0.0852085209,84000.0000000000
0.0853085309,84000.0000000000
0.0854085409,84000.0000000000
0.0855085509,84000.0000000000
0.0856085609,84000.0000000000
0.0857085709,84000.0000000000
0.0858085809,84000.0000000000
0.0859085909,84000.0000000000
0.0860086009,84000.0000000000
0.0861086109,84000.0000000000
0.0862086209,84000.0000000000
0.0863086309,84000.0000000000
0.0864086409,84000.0000000000
0.0865086509,84000.0000000000
0.0866086609,84000.0000000000
0.0867086709,84000.0000000000
0.0868086809,84000.0000000000
0.0869086909,84000.0000000000
0.0870087009,84000.0000000000
0.0871087109,84000.0000000000
0.0872087209,84000.0000000000
0.0873087309,84000.0000000000
0.0874087409,84000.0000000000
0.0875087509,84000.0000000000
0.0876087609,84000.0000000000
0.0877087709,84000.0000000000
0.0878087809,84000.0000000000
0.0879087909,84000.0000000000
0.0880088009,84000.0000000000
0.0881088109,84000.0000000000
0.0882088209,84000.0000000000
0.0883088309,84000.0000000000
0.0884088409,84000.0000000000
0.0885088509,84000.0000000000
0.0886088609,84000.0000000000
0.0887088709,84000.0000000000
0.0888088809,84000.0000000000
0.0889088909,84000.0000000000
0.0890089009,84000.0000000000
0.0891089109,84000.0000000000
0.0892089209,84000.0000000000
0.0893089309,84000.0000000000
0.0894089409,84000.0000000000
0.0895089509,84000.0000000000
0.0896089609,84000.0000000000
0.0897089709,84000.0000000000
0.0898089809,84000.0000000000
0.0899089909,84000.0000000000
0.0900090009,84000.0000000000
0.0901090109,84000.0000000000
0.0902090209,84000.0000000000
0.0903090309,84000.0000000000
0.0904090409,84000.0000000000
0.0905090509,84000.0000000000
0.0906090609,84000.0000000000
0.0907090709,84000.0000000000
0.0908090809,84000.0000000000
0.0909090909,84000.0000000000
0.0910091009,84000.0000000000
0.0911091109,84000.0000000000
0.0912091209,84000.0000000000
0.0913091309,84000.0000000000
0.0914091409,84000.0000000000
0.0915091509,84000.0000000000
0.0916091609,84000.0000000000
0.0917091709,84000.0000000000
0.0918091809,84000.0000000000
0.0919091909,84000.0000000000
0.0920092009,84192.0000000000
0.0921092109,84192.0000000000
0.0922092209,84192.0000000000
0.0923092309,84192.0000000000
0.0924092409,84192.0000000000
0.0925092509,84192.0000000000
0.0926092609,84192.0000000000
0.0927092709,84192.0000000000
0.0928092809,84240.0000000000
0.0929092909,84360.0000000000
0.0930093009,84360.0000000000
0.0931093109,84360.0000000000
0.0932093209,84360.0000000000
